Date,Close,High,Low,Open,Volume,Stock
23-07-2024,1618.400024,1647.800049,1605,1647.550049,26001076,HDFCBANK.NS
24-07-2024,1604.050049,1621,1588.050049,1608.150024,30864103,HDFCBANK.NS
25-07-2024,1616.599976,1625,1593,1593,12767866,HDFCBANK.NS
26-07-2024,1618.150024,1621.75,1596.449951,1605,21905270,HDFCBANK.NS
29-07-2024,1605.050049,1631.849976,1598.300049,1615,25500574,HDFCBANK.NS
30-07-2024,1615.550049,1634.75,1599,1602,27297917,HDFCBANK.NS
31-07-2024,1615.75,1627.900024,1609.199951,1614,18910242,HDFCBANK.NS
01-08-2024,1638.800049,1650.050049,1617.949951,1622.900024,13107587,HDFCBANK.NS
02-08-2024,1659.150024,1670.5,1631,1631,22059619,HDFCBANK.NS
05-08-2024,1615.75,1646,1601,1640.099976,20666817,HDFCBANK.NS
06-08-2024,1601.199951,1632.949951,1593.300049,1630,22558025,HDFCBANK.NS
07-08-2024,1623.5,1630,1602.199951,1617,21173132,HDFCBANK.NS
08-08-2024,1642.699951,1653.300049,1619.25,1624,16988475,HDFCBANK.NS
09-08-2024,1650.199951,1662.550049,1645.800049,1652,13322309,HDFCBANK.NS
12-08-2024,1660.099976,1675.949951,1647.349976,1652,19658098,HDFCBANK.NS
13-08-2024,1603.199951,1632.400024,1601.150024,1628,27027521,HDFCBANK.NS
14-08-2024,1607.800049,1613.699951,1603.199951,1606.5,16167214,HDFCBANK.NS
16-08-2024,1632.099976,1634.150024,1611,1628.5,13924623,HDFCBANK.NS
19-08-2024,1631.550049,1637.650024,1623.699951,1637.650024,9751082,HDFCBANK.NS
20-08-2024,1637.699951,1646,1627.449951,1627.449951,15567247,HDFCBANK.NS
21-08-2024,1625.800049,1634.550049,1617.800049,1628.099976,23815452,HDFCBANK.NS
22-08-2024,1631.300049,1638.300049,1628,1632,10650319,HDFCBANK.NS
23-08-2024,1625.050049,1634,1623,1634,10166711,HDFCBANK.NS
26-08-2024,1639.949951,1647.949951,1632.199951,1632.199951,11182133,HDFCBANK.NS
27-08-2024,1637.75,1647.400024,1632.199951,1643.400024,17886622,HDFCBANK.NS
28-08-2024,1637.099976,1639.75,1630.199951,1637.75,13460594,HDFCBANK.NS
29-08-2024,1638.550049,1644.400024,1631.150024,1642,24526302,HDFCBANK.NS
30-08-2024,1636.900024,1662,1621.150024,1656,222671050,HDFCBANK.NS
02-09-2024,1626.949951,1646.800049,1623.199951,1646.800049,17024840,HDFCBANK.NS
03-09-2024,1637.349976,1639.949951,1624.599976,1634,18641430,HDFCBANK.NS
04-09-2024,1641.800049,1644.800049,1632,1639,12341372,HDFCBANK.NS
05-09-2024,1645.449951,1649.900024,1642,1646,11438159,HDFCBANK.NS
06-09-2024,1636.949951,1647.75,1634.099976,1638.300049,13014801,HDFCBANK.NS
09-09-2024,1646.5,1648.5,1630.099976,1638,11896457,HDFCBANK.NS
10-09-2024,1650.349976,1654,1638,1654,13303323,HDFCBANK.NS
11-09-2024,1643.900024,1652.5,1639.199951,1650.400024,11113342,HDFCBANK.NS
12-09-2024,1666.599976,1670,1647.050049,1654,16212023,HDFCBANK.NS
13-09-2024,1665.949951,1674,1657.050049,1674,11930266,HDFCBANK.NS
16-09-2024,1670.949951,1677.800049,1664.050049,1667,7586410,HDFCBANK.NS
17-09-2024,1668.800049,1678,1664.150024,1678,10063561,HDFCBANK.NS
18-09-2024,1694.800049,1698.900024,1671.099976,1671.849976,20458671,HDFCBANK.NS
19-09-2024,1708.5,1719,1699.150024,1699.199951,15325888,HDFCBANK.NS
20-09-2024,1741.199951,1744.949951,1707.550049,1716.5,30311693,HDFCBANK.NS
23-09-2024,1759.800049,1766.349976,1740.25,1749,13482675,HDFCBANK.NS
24-09-2024,1768.050049,1781.650024,1754.25,1765,16519518,HDFCBANK.NS
25-09-2024,1779.099976,1788,1760.150024,1760.150024,15982656,HDFCBANK.NS
26-09-2024,1783.449951,1788,1768.050049,1773.050049,15949822,HDFCBANK.NS
27-09-2024,1752.650024,1778.199951,1750,1777,17806751,HDFCBANK.NS
30-09-2024,1732.050049,1751.449951,1724.400024,1748.800049,13191767,HDFCBANK.NS
01-10-2024,1726.199951,1742,1720.099976,1724,12286142,HDFCBANK.NS
03-10-2024,1682,1726.150024,1673.349976,1715.650024,24236699,HDFCBANK.NS
04-10-2024,1657.650024,1690.650024,1653,1674.5,24341616,HDFCBANK.NS
07-10-2024,1617.800049,1659,1613,1652.199951,47229148,HDFCBANK.NS
08-10-2024,1651.050049,1656.800049,1622,1630,14867203,HDFCBANK.NS
09-10-2024,1633.150024,1656.75,1628.699951,1649.5,20562821,HDFCBANK.NS
10-10-2024,1662.400024,1665.449951,1632.5,1639,10877383,HDFCBANK.NS
11-10-2024,1651,1664.449951,1643.25,1664.449951,11836297,HDFCBANK.NS
14-10-2024,1688.099976,1692.050049,1654,1656.050049,9263754,HDFCBANK.NS
15-10-2024,1684.099976,1698,1675.5,1694,9825565,HDFCBANK.NS
16-10-2024,1699.800049,1707.949951,1680.099976,1680.099976,10235341,HDFCBANK.NS
17-10-2024,1673.150024,1697.650024,1665.199951,1694.949951,7347866,HDFCBANK.NS
18-10-2024,1681.849976,1691,1654.099976,1663.099976,12404862,HDFCBANK.NS
21-10-2024,1728.699951,1748.150024,1711.050049,1715,23274177,HDFCBANK.NS
22-10-2024,1714.550049,1740,1710.699951,1730.050049,19437640,HDFCBANK.NS
23-10-2024,1735.800049,1746.5,1705.050049,1705.050049,19018045,HDFCBANK.NS
24-10-2024,1749.650024,1768.650024,1738.099976,1738.099976,15416129,HDFCBANK.NS
25-10-2024,1743.400024,1757.849976,1728.699951,1755,13065239,HDFCBANK.NS
28-10-2024,1734.199951,1751,1728.900024,1742,11006071,HDFCBANK.NS
29-10-2024,1751.849976,1764,1725.099976,1726.150024,17897463,HDFCBANK.NS
30-10-2024,1734.599976,1754.75,1724.199951,1742,16357862,HDFCBANK.NS
31-10-2024,1735.699951,1738.900024,1719.400024,1728,11447956,HDFCBANK.NS
01-11-2024,1737.300049,1744.099976,1726.099976,1733,879846,HDFCBANK.NS
04-11-2024,1714.099976,1745,1710.900024,1745,14044624,HDFCBANK.NS
05-11-2024,1757.849976,1762.699951,1697.900024,1703,22116203,HDFCBANK.NS
06-11-2024,1755.25,1771.5,1745.349976,1771.5,13893955,HDFCBANK.NS
07-11-2024,1746.550049,1760.949951,1738,1744.300049,9447728,HDFCBANK.NS
08-11-2024,1754.449951,1761.800049,1745.849976,1752,9951493,HDFCBANK.NS
11-11-2024,1766.300049,1782.800049,1751.199951,1754.550049,12282681,HDFCBANK.NS
12-11-2024,1718.199951,1775,1708.650024,1772,15697703,HDFCBANK.NS
13-11-2024,1681.349976,1729.400024,1673,1716.75,17864250,HDFCBANK.NS
14-11-2024,1692.75,1704.849976,1672.099976,1673.099976,13573235,HDFCBANK.NS
18-11-2024,1705.099976,1718.900024,1695,1700,13540984,HDFCBANK.NS
19-11-2024,1742.25,1753.75,1702.699951,1714,25490636,HDFCBANK.NS
21-11-2024,1741.199951,1759,1734.199951,1749.400024,17858256,HDFCBANK.NS
22-11-2024,1745.599976,1754.300049,1729.550049,1743.550049,12386806,HDFCBANK.NS
25-11-2024,1785.599976,1803.550049,1764.900024,1785.050049,213868637,HDFCBANK.NS
26-11-2024,1785.550049,1810,1769.800049,1810,15467783,HDFCBANK.NS
27-11-2024,1812.300049,1817.349976,1785.150024,1789.900024,16357488,HDFCBANK.NS
28-11-2024,1793.150024,1836.099976,1788,1819,17861196,HDFCBANK.NS
29-11-2024,1796.050049,1804.599976,1782.900024,1801.300049,13834768,HDFCBANK.NS
02-12-2024,1804.699951,1808.150024,1775,1803.5,7555438,HDFCBANK.NS
03-12-2024,1826.300049,1837.400024,1816.099976,1822.699951,21705121,HDFCBANK.NS
04-12-2024,1860.099976,1865,1831.150024,1838,22334542,HDFCBANK.NS
05-12-2024,1865.75,1879.949951,1835.199951,1860,19841357,HDFCBANK.NS
06-12-2024,1855.849976,1864.199951,1844,1857,8891578,HDFCBANK.NS
09-12-2024,1870,1880,1849,1853.650024,13473956,HDFCBANK.NS
10-12-2024,1868.099976,1877.699951,1858.550049,1877.699951,6662740,HDFCBANK.NS
11-12-2024,1863.099976,1871.900024,1856.75,1861.699951,7022713,HDFCBANK.NS
12-12-2024,1859.25,1868.650024,1848.699951,1851,8646895,HDFCBANK.NS
13-12-2024,1871.75,1875,1829.25,1862.5,9504501,HDFCBANK.NS
16-12-2024,1865.199951,1869.949951,1855.25,1865.099976,6553541,HDFCBANK.NS
17-12-2024,1833.25,1862.349976,1826.5,1856.349976,10539766,HDFCBANK.NS
18-12-2024,1810.699951,1836,1807.150024,1829.849976,11711156,HDFCBANK.NS
19-12-2024,1793.5,1801.099976,1779,1799.599976,12690385,HDFCBANK.NS
20-12-2024,1771.5,1797.550049,1767.050049,1782.199951,12846174,HDFCBANK.NS
23-12-2024,1801,1806,1781.300049,1782,5522296,HDFCBANK.NS
24-12-2024,1798.099976,1808.699951,1789.550049,1802.050049,7242917,HDFCBANK.NS
26-12-2024,1790.75,1812,1780.75,1798.550049,5240839,HDFCBANK.NS
27-12-2024,1798.25,1805.949951,1789.099976,1794.800049,3629665,HDFCBANK.NS
30-12-2024,1777.900024,1815,1771,1792.199951,11111109,HDFCBANK.NS
31-12-2024,1772.849976,1781.800049,1765.599976,1770.300049,7058618,HDFCBANK.NS
01-01-2025,1782.75,1794,1761.099976,1773.449951,3656903,HDFCBANK.NS
02-01-2025,1793.75,1803.449951,1773,1777.099976,9279288,HDFCBANK.NS
03-01-2025,1749.199951,1795.25,1746.300049,1791,12213097,HDFCBANK.NS
06-01-2025,1710.5,1757.199951,1705.800049,1740.099976,9408174,HDFCBANK.NS
07-01-2025,1713.400024,1721,1700,1715,6763953,HDFCBANK.NS
08-01-2025,1694.300049,1711.650024,1683.349976,1708.25,9869095,HDFCBANK.NS
09-01-2025,1667.800049,1689,1658.099976,1684.150024,20210111,HDFCBANK.NS
10-01-2025,1656.75,1674.900024,1654,1671,8726640,HDFCBANK.NS
13-01-2025,1630.849976,1646.75,1624.300049,1640,10834533,HDFCBANK.NS
14-01-2025,1646.599976,1656.199951,1637,1639.900024,13330716,HDFCBANK.NS
15-01-2025,1643.050049,1662.699951,1636.300049,1656.5,7011446,HDFCBANK.NS
16-01-2025,1652.050049,1660.550049,1642.849976,1652.849976,10606227,HDFCBANK.NS
17-01-2025,1636.75,1650.5,1628.5,1643.5,11556038,HDFCBANK.NS
20-01-2025,1651.25,1660.949951,1626,1626,8778809,HDFCBANK.NS
21-01-2025,1642.400024,1661.050049,1633.050049,1658.25,15579072,HDFCBANK.NS
22-01-2025,1666.050049,1671.900024,1625.449951,1642.400024,15309653,HDFCBANK.NS
23-01-2025,1664.900024,1687,1651.25,1687,17454579,HDFCBANK.NS
24-01-2025,1649.800049,1670.300049,1644.5,1660,12118100,HDFCBANK.NS
27-01-2025,1629.800049,1643.599976,1626,1641.099976,11402083,HDFCBANK.NS
28-01-2025,1670.400024,1684.300049,1647,1647,15089656,HDFCBANK.NS
29-01-2025,1677.300049,1681.150024,1668.849976,1675,6309945,HDFCBANK.NS
30-01-2025,1691.5,1697.900024,1672.550049,1681,12872423,HDFCBANK.NS
31-01-2025,1698.75,1704.699951,1683.949951,1687.25,7910843,HDFCBANK.NS
01-02-2025,1690.949951,1713,1676.050049,1697.5,2793764,HDFCBANK.NS
03-02-2025,1678,1686.800049,1663.449951,1670,10138270,HDFCBANK.NS
04-02-2025,1720.900024,1725.800049,1680.050049,1688.699951,14308251,HDFCBANK.NS
05-02-2025,1737.800049,1744.199951,1718.900024,1733,11837753,HDFCBANK.NS
06-02-2025,1743.849976,1749,1724,1735.5,13380358,HDFCBANK.NS
07-02-2025,1732.75,1767,1725,1750,11754800,HDFCBANK.NS
10-02-2025,1715.75,1723.449951,1708.5,1717.300049,8597975,HDFCBANK.NS
11-02-2025,1701.400024,1711,1688.699951,1703,11362352,HDFCBANK.NS
12-02-2025,1706.800049,1712,1681.199951,1693,11404785,HDFCBANK.NS
13-02-2025,1697.699951,1714.25,1693.550049,1699,6301217,HDFCBANK.NS
14-02-2025,1694.849976,1701.900024,1680,1701.900024,9979946,HDFCBANK.NS
17-02-2025,1717.349976,1720,1681.25,1685.199951,6469473,HDFCBANK.NS
18-02-2025,1723.050049,1731.550049,1706.150024,1713.050049,8175455,HDFCBANK.NS
19-02-2025,1727.199951,1737.900024,1712.449951,1717,5942056,HDFCBANK.NS
20-02-2025,1687.099976,1714.699951,1685.300049,1711,13195255,HDFCBANK.NS
21-02-2025,1692.5,1694.949951,1677.25,1680.900024,7840470,HDFCBANK.NS
24-02-2025,1677.099976,1684.199951,1661.099976,1681.099976,10346823,HDFCBANK.NS
25-02-2025,1682.349976,1688,1671.099976,1671.099976,12069354,HDFCBANK.NS
27-02-2025,1700.699951,1710.75,1682.550049,1682.550049,17893400,HDFCBANK.NS
28-02-2025,1732.400024,1737.25,1685,1685,27258364,HDFCBANK.NS
03-03-2025,1701.550049,1743.050049,1694.099976,1739.800049,10602682,HDFCBANK.NS
04-03-2025,1710,1714.300049,1693.25,1698,9960479,HDFCBANK.NS
05-03-2025,1690,1710.800049,1688.25,1701.949951,10791936,HDFCBANK.NS
06-03-2025,1691.199951,1699.900024,1672.25,1687,16483044,HDFCBANK.NS
07-03-2025,1689.25,1701.150024,1677.599976,1682,6686457,HDFCBANK.NS
10-03-2025,1687.5,1699.900024,1683.050049,1689,7802025,HDFCBANK.NS
11-03-2025,1685.5,1694,1670.050049,1682.400024,9949215,HDFCBANK.NS
12-03-2025,1711.150024,1718.5,1691.550049,1691.550049,9392053,HDFCBANK.NS
13-03-2025,1706.599976,1720.800049,1700.050049,1716.050049,7868132,HDFCBANK.NS
17-03-2025,1710.400024,1724,1705,1705,9475326,HDFCBANK.NS
18-03-2025,1710.400024,1710.400024,1710.400024,1710.400024,0,HDFCBANK.NS
19-03-2025,1744.099976,1751,1732.199951,1735,7610703,HDFCBANK.NS
20-03-2025,1768.75,1774,1749.300049,1754,8916989,HDFCBANK.NS
21-03-2025,1770.349976,1774.099976,1755.550049,1755.550049,16754132,HDFCBANK.NS
24-03-2025,1800,1804.400024,1773.650024,1779,8696868,HDFCBANK.NS
25-03-2025,1821.449951,1843.699951,1801.5,1804.900024,19550708,HDFCBANK.NS
26-03-2025,1806.550049,1827.5,1802,1825,12239221,HDFCBANK.NS
27-03-2025,1825.349976,1841,1798.099976,1800,20829050,HDFCBANK.NS
28-03-2025,1828.199951,1836,1805.849976,1829,14386824,HDFCBANK.NS
01-04-2024,1090.26416,1093.535921,1085.108471,1086.694912,10848191,ICICIBANK.NS
02-04-2024,1071.971558,1085.108465,1070.03825,1085.108465,14380396,ICICIBANK.NS
03-04-2024,1068.005737,1074.400757,1063.098035,1065.824563,15477184,ICICIBANK.NS
04-04-2024,1069.641602,1076.532353,1054.373022,1075.491267,21419689,ICICIBANK.NS
05-04-2024,1074.152832,1076.730616,1058.338898,1060.867181,15340637,ICICIBANK.NS
08-04-2024,1077.87085,1082.431563,1067.113482,1069.145912,8023461,ICICIBANK.NS
09-04-2024,1097.601074,1105.731037,1079.011111,1082.62986,12298463,ICICIBANK.NS
10-04-2024,1099.930908,1107.019905,1095.717183,1101.467606,10598000,ICICIBANK.NS
12-04-2024,1094.973633,1102.359996,1086.447061,1094.08129,12216657,ICICIBANK.NS
15-04-2024,1069.145874,1096.70864,1067.410811,1090.809352,10526597,ICICIBANK.NS
16-04-2024,1057.942383,1065.427868,1053.629415,1061.412509,11278092,ICICIBANK.NS
18-04-2024,1046.441284,1068.848481,1041.483961,1064.833001,16564216,ICICIBANK.NS
19-04-2024,1058.140625,1062.850082,1039.154053,1043.962632,11284433,ICICIBANK.NS
22-04-2024,1077.375122,1079.407552,1061.214199,1069.592149,10346714,ICICIBANK.NS
23-04-2024,1080.944336,1090.611116,1073.458729,1090.611116,9848215,ICICIBANK.NS
24-04-2024,1087.388916,1089.024857,1079.705065,1082.927325,5461309,ICICIBANK.NS
25-04-2024,1104.243774,1116.042228,1080.646867,1080.696489,19905338,ICICIBANK.NS
26-04-2024,1098.443726,1110.440424,1093.337658,1102.65745,14190059,ICICIBANK.NS
29-04-2024,1150.247803,1153.519564,1098.443772,1098.542894,28578063,ICICIBANK.NS
30-04-2024,1140.580933,1159.567504,1136.962063,1150.049347,29568491,ICICIBANK.NS
02-05-2024,1129.724365,1145.637422,1123.577333,1133.244113,25118334,ICICIBANK.NS
03-05-2024,1132.302246,1147.521204,1125.758483,1131.558648,19933604,ICICIBANK.NS
06-05-2024,1136.515991,1148.56219,1128.385908,1131.806534,14970524,ICICIBANK.NS
07-05-2024,1122.238892,1142.910906,1116.686714,1138.151827,15097728,ICICIBANK.NS
08-05-2024,1113.414795,1122.337977,1106.524164,1116.934543,19913090,ICICIBANK.NS
09-05-2024,1106.177124,1119.214909,1100.525824,1110.985825,12229853,ICICIBANK.NS
10-05-2024,1107.515625,1119.264457,1102.558302,1108.457468,8573656,ICICIBANK.NS
13-05-2024,1118.372192,1120.999598,1097.253946,1102.905367,9707983,ICICIBANK.NS
14-05-2024,1110.98584,1118.273081,1109.00291,1116.290152,8944262,ICICIBANK.NS
15-05-2024,1114.753296,1118.173922,1103.995928,1112.5225,10743423,ICICIBANK.NS
16-05-2024,1121.396118,1126.849174,1103.301889,1123.329426,14265565,ICICIBANK.NS
17-05-2024,1120.85083,1134.235603,1111.035305,1121.396184,8641784,ICICIBANK.NS
21-05-2024,1111.382324,1124.122743,1106.722488,1112.621655,10452900,ICICIBANK.NS
22-05-2024,1101.616333,1116.290058,1088.727293,1115.397716,17527411,ICICIBANK.NS
23-05-2024,1124.81665,1127.295312,1101.913841,1106.028444,13787687,ICICIBANK.NS
24-05-2024,1122.28833,1125.312346,1114.554979,1120.355022,6312670,ICICIBANK.NS
27-05-2024,1120.15686,1138.003225,1111.977277,1122.238912,11599857,ICICIBANK.NS
28-05-2024,1117.331055,1125.510638,1115.397747,1122.833732,9311718,ICICIBANK.NS
29-05-2024,1092.594116,1113.960229,1089.12399,1105.532779,19268547,ICICIBANK.NS
30-05-2024,1104.194214,1111.431955,1087.537679,1087.636801,15255387,ICICIBANK.NS
31-05-2024,1111.481567,1120.949983,1101.765165,1108.457552,26197718,ICICIBANK.NS
03-06-2024,1150.098999,1162.98804,1126.601335,1160.013646,25699977,ICICIBANK.NS
04-06-2024,1062.30481,1149.504203,1044.557688,1148.017006,43476837,ICICIBANK.NS
05-06-2024,1099.187378,1113.662739,1042.079035,1075.739213,42172104,ICICIBANK.NS
06-06-2024,1100.922363,1108.45747,1087.240103,1108.45747,18574162,ICICIBANK.NS
07-06-2024,1112.125854,1118.669618,1094.180368,1100.922377,17197635,ICICIBANK.NS
10-06-2024,1114.208008,1123.527679,1105.582193,1106.474535,10851455,ICICIBANK.NS
11-06-2024,1108.655762,1119.41325,1101.517264,1110.19258,12250002,ICICIBANK.NS
12-06-2024,1109.994385,1123.726147,1102.508778,1111.43196,16096514,ICICIBANK.NS
13-06-2024,1097.898438,1113.613129,1095.56852,1112.621664,12494254,ICICIBANK.NS
14-06-2024,1096.212891,1104.491596,1090.065737,1104.491596,11377979,ICICIBANK.NS
18-06-2024,1113.266113,1125.362055,1091.800878,1104.442053,18306176,ICICIBANK.NS
19-06-2024,1134.681641,1155.601641,1116.537911,1118.322474,34309514,ICICIBANK.NS
20-06-2024,1146.926392,1150.09903,1125.808145,1144.199864,15475933,ICICIBANK.NS
21-06-2024,1148.76062,1159.914598,1140.828902,1153.618821,69259425,ICICIBANK.NS
24-06-2024,1160.112793,1165.61547,1142.811783,1144.794712,12210295,ICICIBANK.NS
25-06-2024,1187.725098,1195.706437,1157.68379,1160.261574,27309845,ICICIBANK.NS
26-06-2024,1207.604004,1212.412583,1183.660107,1191.740569,25403461,ICICIBANK.NS
27-06-2024,1209.487793,1224.458886,1198.779926,1217.865621,20516632,ICICIBANK.NS
28-06-2024,1189.360962,1216.527117,1186.138702,1216.527117,12507092,ICICIBANK.NS
01-07-2024,1201.50647,1204.976596,1181.875541,1189.361027,8636894,ICICIBANK.NS
02-07-2024,1180.437866,1206.612559,1175.431042,1206.612559,16153925,ICICIBANK.NS
03-07-2024,1191.343872,1205.472243,1169.382906,1186.634415,22330897,ICICIBANK.NS
04-07-2024,1222.475952,1224.40926,1203.935611,1218.510093,15275791,ICICIBANK.NS
05-07-2024,1222.872559,1231.993985,1210.429628,1214.544231,9535575,ICICIBANK.NS
08-07-2024,1224.508545,1228.920514,1206.513436,1218.411013,6617190,ICICIBANK.NS
09-07-2024,1237.595825,1239.529133,1218.807617,1224.409296,13366874,ICICIBANK.NS
10-07-2024,1232.588867,1242.057403,1225.797358,1242.057403,18226503,ICICIBANK.NS
11-07-2024,1227.879395,1247.064333,1214.593865,1235.71199,11307116,ICICIBANK.NS
12-07-2024,1222.376831,1242.206125,1219.600682,1225.351225,12208290,ICICIBANK.NS
15-07-2024,1219.451904,1227.879354,1213.60236,1222.575042,15612671,ICICIBANK.NS
16-07-2024,1229.317017,1234.373462,1218.510028,1219.501493,12320605,ICICIBANK.NS
18-07-2024,1239.628296,1245.725707,1221.186957,1224.359716,10999632,ICICIBANK.NS
19-07-2024,1237.992432,1239.826617,1229.664104,1233.382097,7958817,ICICIBANK.NS
22-07-2024,1230.556396,1234.670999,1222.376813,1229.416188,9958965,ICICIBANK.NS
23-07-2024,1216.279297,1237.992398,1202.150925,1230.556412,19369832,ICICIBANK.NS
24-07-2024,1212.561279,1223.120402,1191.790143,1214.544209,20122521,ICICIBANK.NS
25-07-2024,1187.675537,1207.851819,1180.437797,1195.210644,14154461,ICICIBANK.NS
26-07-2024,1196.896118,1209.586915,1175.827494,1179.842974,19309265,ICICIBANK.NS
29-07-2024,1202.349121,1232.142682,1193.872171,1204.778282,28458261,ICICIBANK.NS
30-07-2024,1199.126953,1220.344322,1194.120129,1202.646701,23972277,ICICIBANK.NS
31-07-2024,1204.530518,1214.197299,1200.663781,1208.595499,22297629,ICICIBANK.NS
01-08-2024,1199.771362,1212.214292,1196.598724,1202.150902,8725046,ICICIBANK.NS
02-08-2024,1186.337158,1191.393604,1179.942138,1186.783269,10735395,ICICIBANK.NS
05-08-2024,1162.591431,1178.752353,1157.039253,1171.911223,14306771,ICICIBANK.NS
06-08-2024,1156.890503,1177.562517,1151.586191,1164.970964,13575619,ICICIBANK.NS
07-08-2024,1162.442749,1169.730111,1151.685381,1168.88727,15753644,ICICIBANK.NS
08-08-2024,1154.65979,1164.376193,1149.00849,1156.989708,10806438,ICICIBANK.NS
09-08-2024,1161.599976,1170.870146,1159.022192,1166.507798,8687307,ICICIBANK.NS
12-08-2024,1172.800049,1178.25,1156,1171,10860455,ICICIBANK.NS
13-08-2024,1168.349976,1189.25,1163.599976,1183.199951,13117927,ICICIBANK.NS
14-08-2024,1161.650024,1170.050049,1153,1167,13431801,ICICIBANK.NS
16-08-2024,1187.25,1193,1165.650024,1170,10961370,ICICIBANK.NS
19-08-2024,1175.900024,1195.75,1173.300049,1191,6686394,ICICIBANK.NS
20-08-2024,1179.449951,1189.800049,1170,1174.199951,10427061,ICICIBANK.NS
21-08-2024,1174.849976,1178.650024,1165.099976,1177,17234142,ICICIBANK.NS
22-08-2024,1191.099976,1192.599976,1176.599976,1182,8564142,ICICIBANK.NS
23-08-2024,1203.5,1205,1188.550049,1193,7518309,ICICIBANK.NS
26-08-2024,1213.300049,1214.949951,1201.050049,1205.550049,10920226,ICICIBANK.NS
27-08-2024,1226.349976,1232.5,1208.900024,1213.300049,16295325,ICICIBANK.NS
28-08-2024,1223.849976,1226.400024,1217.300049,1222.650024,12291305,ICICIBANK.NS
29-08-2024,1221.900024,1235,1217,1218.949951,10806748,ICICIBANK.NS
30-08-2024,1229.199951,1235.550049,1218.900024,1230,21211148,ICICIBANK.NS
02-09-2024,1229.949951,1239.199951,1222.5,1239,12516759,ICICIBANK.NS
03-09-2024,1247.699951,1250.949951,1220.400024,1227.199951,19114907,ICICIBANK.NS
04-09-2024,1236.349976,1243.699951,1232.800049,1239.849976,13505843,ICICIBANK.NS
05-09-2024,1235.949951,1244.849976,1231.300049,1238,9142811,ICICIBANK.NS
06-09-2024,1208.150024,1233.900024,1205,1225.949951,10170479,ICICIBANK.NS
09-09-2024,1235,1238.300049,1200.449951,1202.900024,13863250,ICICIBANK.NS
10-09-2024,1237.300049,1241.349976,1227,1236.949951,15545130,ICICIBANK.NS
11-09-2024,1236.349976,1239.300049,1226.400024,1231.5,11993242,ICICIBANK.NS
12-09-2024,1252.150024,1257,1226.349976,1238,15376442,ICICIBANK.NS
13-09-2024,1250.349976,1255.949951,1242.050049,1252,9877288,ICICIBANK.NS
16-09-2024,1262.849976,1265.599976,1244.699951,1251,8973335,ICICIBANK.NS
17-09-2024,1268.099976,1272.25,1258.400024,1259.949951,11513121,ICICIBANK.NS
18-09-2024,1288.349976,1295.349976,1262,1262,12466597,ICICIBANK.NS
19-09-2024,1292,1300,1285.349976,1288.349976,13172268,ICICIBANK.NS
20-09-2024,1338.449951,1362.349976,1291.550049,1295,73257767,ICICIBANK.NS
23-09-2024,1321.900024,1331.800049,1308.5,1331,11380409,ICICIBANK.NS
24-09-2024,1318.599976,1331.400024,1315.449951,1321,13886037,ICICIBANK.NS
25-09-2024,1323.849976,1327.75,1310.099976,1310.75,8728019,ICICIBANK.NS
26-09-2024,1329.050049,1333.349976,1316.900024,1320,11100869,ICICIBANK.NS
27-09-2024,1306.599976,1333,1303.849976,1333,17117379,ICICIBANK.NS
30-09-2024,1273,1296.800049,1270.900024,1292.099976,12622212,ICICIBANK.NS
01-10-2024,1274.400024,1280.25,1267.599976,1269.800049,10972413,ICICIBANK.NS
03-10-2024,1256.349976,1265.75,1248.150024,1253.599976,17648551,ICICIBANK.NS
04-10-2024,1239.75,1264.400024,1236.199951,1247.099976,13488887,ICICIBANK.NS
07-10-2024,1233.900024,1262.949951,1225,1241.550049,20667247,ICICIBANK.NS
08-10-2024,1236.599976,1247.800049,1229.75,1241,12219259,ICICIBANK.NS
09-10-2024,1244.150024,1265.099976,1232.650024,1243.050049,14765997,ICICIBANK.NS
10-10-2024,1243.5,1254.699951,1238,1246.75,9118195,ICICIBANK.NS
